,Infected,Recovered,Hospitalized,Critical Care
0,0.0,0.0,0.0,0.0
1,0.3371757410230288,0.0042605068582917465,0.03363803576870403,4.274301232241826e-05
2,0.48914174524359116,0.018843795554139772,0.10398664779781462,0.0002707108985684901
3,0.5469237034849377,0.04445107473723892,0.18292189731111652,0.0007257825546541527
4,0.5655338687844921,0.08045686856101329,0.25819827768644676,0.001373559200647921
5,0.5756934560521849,0.12591732991139745,0.32633210186752665,0.0021559101134190177
6,0.5940699711757828,0.18007138876164364,0.388270748724474,0.0030176342706942755
7,0.6305540980073288,0.24258314327088376,0.44709511102366706,0.003918319328350175
8,0.6930032752488072,0.3136801947851077,0.5070252682579592,0.004836738908657284
9,0.7904259065161371,0.3942809202770031,0.5732188714458085,0.005772210011558047
10,0.9355792655408662,0.4861723928448122,0.6520844447998727,0.006745498392289562
11,1.1478576493756643,0.5922936153745404,0.7520245314722176,0.007800937586728986
12,1.457374044661699,0.7171921269460282,0.8846857842812863,0.009011187625783273
13,1.9114117450522086,0.8677573742073968,1.0669610829465341,0.010486375827836483
14,2.5850766017419864,1.0544001746473577,1.3242156629357,0.01239026646771908
15,3.5992587019634037,1.2929635110199227,1.6955737463732121,0.014967838643444857
16,5.151385735215377,1.607852860678621,2.2427339107533864,0.018591755179592474
17,7.568832751038516,2.03723316775463,3.06491199476495,0.02384073217156441
18,11.403005272050947,2.641782575227574,4.3245702877133825,0.031632748820477063
19,17.59745420178653,3.519660689599193,6.29239828150395,0.043454097216544196
20,27.792618263903897,4.8324988848617725,9.4271391794337,0.06175855375907109
21,44.886235760752044,6.851232735045311,14.519386046635299,0.09067311410982155
22,74.07884971693585,10.038188976743655,22.954488266059013,0.13726438779636624
23,124.85249370925516,15.19640292644684,37.20040328947668,0.2138454535744681
24,214.76941352670525,23.74546228281616,61.726420106280464,0.34224182927813857
25,376.8692396638733,38.238990683053046,104.75888548250924,0.5617999100812928
26,674.2773206882545,63.35039247877137,181.6857404198069,0.9446478783954987
27,1229.4551862946275,107.77917528540794,321.75400641274734,1.6252118583442183
28,2283.5583465369723,187.99285941097142,581.4326483414346,2.858146029033461
29,4318.41702320669,335.6793102300579,1071.4402855342903,5.133671511548592
30,8309.999230604264,612.795927299035,2012.1124630890308,9.410403419892098
31,16259.340620208686,1142.3472746208095,3848.079805589463,17.59137497373313
32,32306.73924752461,2171.982663891267,7487.592540992242,33.50779335537566
33,65043.41140278941,4206.144226903414,14802.15682281925,64.96565979605265
34,132113.14546726554,8279.445298813283,29654.065303543015,127.99574859173893
35,268363.8190041828,16507.76334457827,59907.23657492581,255.50386800845558
36,535812.211503674,33120.08818997259,120864.79557260293,513.8451762901065
37,1018660.6666394243,66055.73191635848,239144.91764348568,1029.9783001659057
38,1757013.4088353275,128340.7539209625,450548.060621175,2019.7303041162616
39,2613172.0551517294,236619.22467944922,779414.2563076596,3773.8776364013574
40,3276682.97124379,404732.7073122634,1205155.6549268537,6543.2454135441585
41,3528216.0132434815,636660.6713207712,1659176.6245294868,10365.381652616781
42,3383899.700117186,925436.6690342657,2064098.0978950968,14991.484609292227
43,2980315.4713829006,1257067.4302640993,2367815.266739456,19969.220110652
44,2452700.0526530654,1614935.6893019045,2549510.1166595076,24785.34658141817
45,1896740.0953422543,1982801.9192924965,2611321.383998453,28980.105946706168
46,1370748.813066753,2346462.2190963016,2568579.8744180235,32210.681263407874
47,906091.7732699335,2694488.019595706,2442559.4036050215,34272.99126548594
48,516389.6996579621,3018396.054594478,2255853.307138646,35096.45318635514
49,204147.9915756919,3312486.7692307094,2029687.2101781212,34723.631245545555
50,-34740.967184947694,3573507.0246838364,1782523.6633076612,33283.0927496306
51,-208009.0154982257,3800236.714476404,1529489.8233013942,30960.90672278172
52,-325058.1821048763,3993061.244338248,1282309.6341452543,27974.131006884607
53,-395707.65525064274,4153566.781837161,1049529.2799225166,24548.166736487805
54,-429415.68801156693,4284178.616921979,836897.6846709538,20898.843681986888
55,-434823.662975852,4387852.115216947,647812.8773271088,17219.41040028634
56,-419518.26846263773,4467818.744794556,483777.9509799774,13672.151206894856
57,-389940.1383982111,4527385.277388032,344832.4671295147,10384.075132988371
58,-351389.0700942939,4569781.671295572,229940.02114344307,7445.974550535885
59,-308090.75474057725,4598051.7644449435,137322.6263687618,4914.098384749957
60,-263300.19159098685,4614980.347799993,64739.14479948883,2813.699706393389
61,-219424.13039384971,4623050.177122515,9709.238816144109,1143.7784696319625
62,-178150.01434294527,4624422.822729334,-30313.04615448519,-117.56996243773577
63,-140572.66802555055,4620937.8157375,-57810.449698706274,-1007.6847692004895
64,-107312.84747356323,4614125.227077855,-75112.08364156928,-1574.1226855780553
65,-78624.01271164077,4605227.540370462,-84334.95875295934,-1869.962458419821
66,-54485.437173401086,4595227.399646767,-87351.21886003473,-1949.8021267989986
67,-34681.0980468393,4584878.491441967,-85775.36161097483,-1866.5364733630931
68,-18864.739847049965,4574737.435058981,-80966.39288475248,-1668.9329255460916
69,-6612.118883595951,4565195.092297574,-74040.59944069848,-1399.9707121455006
70,2538.2177474493374,4556506.164973893,-65891.36644319884,-1095.8696593819943
71,9054.118940367713,4548816.327035443,-57213.16761900333,-785.7103291616395
72,13387.471192699952,4542186.443795942,-48527.48900091058,-491.53441162346144
73,15958.85535647889,4536613.671258778,-40208.999289506675,-228.81127747579808
74,17147.89522853893,4532049.412127554,-32510.74813785527,-7.161176062118294
75,17288.11245791433,4528414.240090317,-25587.561154345396,168.7643699197297
76,16665.247473599276,4525609.998295188,-19517.114075114197,298.33077712061487
