,Infected,Recovered,Hospitalized,Critical Care
0,0.0,0.0,0.0,0.0
1,0.03146131981716288,0.0006830089076258662,0.0025900405311557323,1.733192537561953e-05
2,0.055542329713458856,0.002890646711063114,0.009122435624638648,0.00012148368003525742
3,0.07327719183496666,0.006764757534000508,0.018020430312212607,0.0003577561669563842
4,0.0856835138334584,0.012340276501371442,0.028052624951136845,0.0007370571674082438
5,0.09372368687878738,0.019569876989433518,0.038293231147107594,0.0012464431245795306
6,0.09827858771075866,0.028346174085316447,0.04807896910284274,0.0018580692367269676
7,0.10013206195276866,0.03852090464189019,0.05696564198268911,0.002536405541303591
8,0.09996364931198222,0.04992107418416252,0.06468659685137537,0.003243837094413561
9,0.09834799768629932,0.06236209228905979,0.07111437741176513,0.0039447355841513276
10,0.09575906318174068,0.07565808336899708,0.07622663814131164,0.0046081853129724395
11,0.09257764064956071,0.08962967911005429,0.08007668584222666,0.005209574050141958
12,0.08910096707295137,0.10410959533427913,0.0827688025250697,0.0057312612975214
13,0.08555342089916766,0.1189463348957393,0.08443816120512208,0.006162534971187517
14,0.0820975064439208,0.13400633932995498,0.08523503377559796,0.006499055903727409
15,0.07884454674275697,0.1491749035530737,0.08531282713913604,0.006741967089681577
16,0.0758646748285844,0.16435612930272275,0.08481945006313411,0.006896816674475211
17,0.07319585327088868,0.17947216947466343,0.08389147364988668,0.006972419179269965
18,0.07085177855142671,0.19446197165366527,0.08265057833761932,0.006979747008220497
19,0.06882861500320078,0.20927970110741254,0.08120179821521896,0.006930921198268204
20,0.06711057705898363,0.22389298597395005,0.07963313140487957,0.006838344391295751
21,0.06567442631083721,0.23828110023991494,0.07801613473013101,0.006713999662738838
22,0.06449298159388034,0.25243316941905947,0.07640719081690837,0.006568921762544305
23,0.06353776420320102,0.2663464663924602,0.07484917372103898,0.006412835244714096
24,0.06278090283309383,0.28002483702105957,0.07337332090473755,0.0062539432872192845
25,0.06219642463665156,0.29347728615317054,0.07200114625819203,0.0060988471051842425
26,0.06176105323699398,0.306716736717928,0.07074628483527781,0.005952570996301871
27,0.061454622141171776,0.3197589661555961,0.06961619275683416,0.005818668205178146
28,0.06126020022127062,0.3326217159882335,0.06861365651748053,0.005699383274160248
29,0.061164012474674775,0.3453239648847702,0.06773808906911676,0.005595848718488828
30,0.06115522139904529,0.3578853524030193,0.06698660870436557,0.0055082976598952
31,0.061225629903161355,0.3703257348365494,0.06635491152598802,0.005436275794363259
32,0.06136934325191666,0.38266485875130896,0.06583795296692273,0.00537884166450481
33,0.061582419075618636,0.3949221364372817,0.06543046035154003,0.005334746939869024
34,0.0618625373794533,0.4071165038015278,0.0651273009357419,0.00530259005286635
35,0.06220869845164528,0.4192663454527191,0.06492373504094778,0.005280941746346093
36,0.0626209577601356,0.4313894743181497,0.06481557548883675,0.005268441851012228
37,0.06310020321054109,0.44350315259186196,0.0647992752255334,0.005263868823041028
38,0.0636479738780272,0.45562414356782793,0.06487196273389575,0.005266184691888323
39,0.06426631889838053,0.4677687856896333,0.06503144052718628,0.005274558583614683
40,0.0649576928678807,0.47995308075680815,0.06527616095930086,0.00528837275616399
41,0.06572488292195473,0.4921927916424576,0.06560518872807448,0.005307214928635432
42,0.06657096088928467,0.5045035426218694,0.06601815940069343,0.005330861944819619
43,0.06749926224893814,0.5169009194724862,0.06651523738915811,0.005359255942716111
44,0.06851337568554208,0.5294005717056888,0.06709707850932005,0.00539247849219556
45,0.06961715034879103,0.5420183105485372,0.06776479849794659,0.0054307229052541085
46,0.07081471405210046,0.5547702034600741,0.06851994796479263,0.005474267548788064
47,0.07211049759350287,0.5676726644712018,0.06936449680820786,0.00552345233206205
48,0.07350926445991572,0.580742541136449,0.0703008260354183,0.005578658631648818
49,0.07501614533209387,0.5939972007450867,0.07133172590311898,0.00564029274242692
50,0.07663667366541511,0.6074546096524077,0.07246040083087713,0.005708774529640739
51,0.07837682470408837,0.6211334170774782,0.07369047801459294,0.00578452795576463
52,0.08024306079954045,0.635053047364666,0.07502602397569813,0.00586797620719236
53,0.082242372135901,0.649233771827909,0.07647156389009607,0.005959541618365555
54,0.08438232201369118,0.6636967947324697,0.0780321041270924,0.006059646975736773
55,0.08667109546310105,0.6784643491526393,0.07971315752887269,0.006168718159273085
56,0.0891175512154612,0.6935597906809375,0.08152077491425698,0.006287189767820823
57,0.09173127910560214,0.7090076972097819,0.08346157726260972,0.0064155103438983604
58,0.09452266141784994,0.7248339765221209,0.08554279313762918,0.00655414926881956
59,0.0975029359278405,0.7410659794540275,0.08777229929403163,0.006703604490790708
60,0.1006842667489725,0.7577326208039946,0.09015866482817943,0.006864409201509501
61,0.10407982889952021,0.7748645212345238,0.09271120712446144,0.007037140627930158
62,0.10770388939108658,0.7924941441918429,0.09544004130413448,0.007222425774090398
63,0.11157190241727843,0.8106559529447801,0.09835613984779792,0.007420947368268555
64,0.11570061437116663,0.8293865800763738,0.10147140384195576,0.0076334518340566
65,0.12010817534485033,0.8487250070890452,0.10479873607787545,0.007860755147493098
66,0.12481426690854637,0.8687127674029966,0.10835212504767407,0.008103749385527142
67,0.12984023669809538,0.8893941585180831,0.11214673486532592,0.008363408921290352
68,0.1352092525711736,0.9108164792837918,0.11619900553125079,0.008640797939753395
69,0.14094646492026872,0.933030279988546,0.12052676093042025,0.008937077139273358
70,0.14707919425078642,0.9560896453556548,0.1251493361494651,0.009253510754791697
71,0.15363712665554974,0.9800524892879713,0.13008770753610516,0.009591474157898093
72,0.1606525406706198,1.004980893209767,0.13536464309677088,0.009952463325134936
